texto_review,sentimento_real,sentimento_previsto
Achei que o prazo oferecido pela targaryen foi longo demais para uma mercadoria leve e pequena.,0,1
otima,1,1
produto realmente bom ,1,1
Bonita peça de decoração. Comprarei mais.,1,1
"Não recebi o produto, porem no site consta como entregue.",0,0
Adorei o produto é foi entregue antes da data !!!,1,1
Seguro ... nunca houve problemas,1,1
Excelente. Recomendo.,1,1
"Eu queria lençol branco, mas não existia, então comprei azul. Depois de realizada a compra, disseram que nem o azul existia mais então me sobrou o bege.",0,0
Entrega rápida e correta,1,1
Recebi o xampu e não recebi o creme.,0,0
Péssimo atendimento péssima entrega. Sequer tive retorno de minha compra cadê o produto porque o PGTO já foi recebido. ,0,0
Y,1,1
Conforme o esperado,1,1
"Recebi antes do prazo.
Muito bom o produto.",1,1
enrolaram para entregar,0,0
Enviou dentro do prazo e bem embalado. ,1,1
Produto nao e original mas e bem confecionado e atende igual de fabrica. ,1,0
Recomendo a loja ,1,1
"Infelizmente o produto veio com defeito. Acessei o site da ""lannister"" informando que quero devolver o produto em razão de o mesmo ter vindo com defeito, mas parece que falo com uma máquina.",0,0
"Relógio falso, difícil de acreditar que as Lojas lannister compartilha dessa picaretagem",0,0
Otimo,1,1
Eu só acho que poderia levar menos tempo foram quase 20 dias para os produtos chegarem.,1,1
"Depois de 3 confirmações que a compra havia sido cancelada, recebi o item e agora pela quinta vez falando com central ao cliente pediram para eu aguardar 2 dias um parecer da loja ",0,0
Entrega rápida e eficiente! Produto bem embalado.. super recomendo! ,1,1
muito bom! recomendo!,1,1
Parabéns. sempre mantendo atualizada as informações acerca da entrega,1,1
"Além da entrega ser demorado, o frete é caro",0,0
"O vendendor entrou em contato comigo dizendo que seria entregue em 3 dias. produto foi parar no correios com prazo de 15 dias. Sem comunicar, sem nada, pessimo profissionalismo da empresa. não cumpre.",0,0
Do jeito que imaginei...e entrega super rápida. ,1,1
Otimo preço e uma facilidade em poder localizar no site. ,1,1
"Não dei 5 estrelas, porque o produto ainda não foi instalado e não usei.
Porém a responsabilidade com o cliente, nota 10.
O produto chegou super rápido.

",1,1
Gostei,1,1
TERRIVEL ESTE PROBLEMA DA ENTREGA,0,1
otimo vendedor,1,1
"Recebi muito rápido, produto perfeito.",1,1
"entrega super rapida, muito antes do prazo, excelente.",1,1
Tudo entregue bem antes do prazo. SEM problemas!,1,1
Produto otimo. Chegou antes do prazo. ,1,1
"Adorei a capinha, mas a película de vidro veio errada, bem menor que a tela do aparelho. ",0,1
"Achei difícil de montar por q tem q desmontar pra colocar a lâmpada 
Mais o produto é lindo",1,1
Entrega super rápida!,1,1
"melhor atendimento, entrega no prazo ,enfim melhor site para se comprar.",1,1
"Tudo certo com a entrega e o produto, minha esposa esta gostando do creme",1,1
Loja excelente,1,1
"Uma vergonha uma empresa vender um livro, mas entregar outro que de nada serve para meus estudos. Optei por comprar com a empresa e agora não há mais em outras e nem nessa porcaria... revoltado.",0,0
Muito bom!,1,1
mto bom ótimo produto,1,1
"Comprei uma carteira,e não recebi não mandaram o número do pedido, e nem o código de rastreio. ",0,0
XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1,1
As lojas lannister sempre honra com seus compromissos ,1,1
"Produto muito bom, eu recomendo!",1,1
Gosto muito do baratheon ja sou cliente obrigado,1,1
"Me entregaram o produto certo, dentro do prazo.",1,1
Recebido,1,1
"o produto apresentou defeito, mas assistência esta me dando o devido suporte.",1,0
Agilidade na entrega e praticidade. ,1,1
"Gostei do produto, mas achei que era maior.. deveria informar o tamanho do produto para na hora que comprar nos clientes ja sabermos o tamanho, fiquei surpresa no tamanho, so nao gostei disso.",1,1
comprei 3 produtos e vieram apenas 2. estou tentando entrar em contato a dias e não consigo. quando sera entregue o outro produto?,0,0
"A compra que fiz poderia ter sido centralizada num único fornecedor, ao invés de 2. ",1,0
chegou no prazo e era oque eu realmente esperava,1,1
ok,1,1
"Ótimo atendimento, dentro do prazo.
Obrigado",1,1
Muito satisfeita e recomendo,1,1
"Não diria que recebi meu produto. Fui buscar. Paguei o frete, colocaram uma informação equivocada para justificar a não entrega em minha residência (logradouro incorreto) e tive que ir aos Correios.",0,0
É realmente o prometido! Parabéns ao vendedor!,1,1
Ok,1,1
Entrega certa e rapida.,1,1
Comprei um modelo e veio outro. Espero que troquem por o produto correto!,0,0
"Chegou antes do prazo, parabéns.",1,1
"Acabei de tirar o produto da embalagem e fui usar, constatei que estava com o gatilho quebrado, me molhei todo e alem disto constatei que a embalagem interna que veio o produto, estava aberta,",0,0
Muito bom eu recomendo. Entrega antes do prazo,1,1
bom,1,1
Comprei 2 e só veio 1. Espero uma resposta pois só esse pedido que veio errado. Aguardo o outro ah eu.,0,0
Um produto bonito e qualidade muito boa.,1,1
Foi ótimo e entregaram certo o produto,1,1
Muito bom.,1,1
"recebi apenas 1 das 2 luminárias, então não entendo como o stark pode setar o produto como entregue.",0,0
"Gostaria de receber os produtos corretos, tentei realizar a troca pela devolução de dinheiro no cartão, mas o site da lannister não possibilita que seja realizado.",0,0
recebi tudo correto me surpreendeu a entrega muito rápida estou satisfeito com a loja.,1,1
A rapidez para resolver a troca me deixou bem feliz. Sem burocracia e com bastante eficiência. ,1,1
Amei,1,1
PRODUTO NÃO FOI ENTREGUE,0,0
Preciso devolver o produto pois essa compra havia sido cancelada. Acredito que tenha sido problema do sistema. Estou aguardando resposta para devolver e pegar o dinheiro de volta,1,0
"Dentro do prazo estipulado. 
",1,1
OK,1,1
"Ele é como descrito, boa funcionalidade. Porém tem um cheiro estranho nos primeiros dias ",1,1
muito boa a loja,1,1
Obrigada ,1,1
Sempre confiei e dou nota 1000 ao prazo de entrega das lannister. Só não achei legal essa que veio pelos correios e demorou um pouco.,1,1
"Já havia comprado um e resolvi comprar outro para reserva, produto muito bom, entregue no prazo prometido, preço muito abaixo de de outras loja, muito satisfeita, recomendo. ",1,1
Parabenizo a todos pelo excelente atendimento!!,1,1
desejo o ressarcimento do valor pago e não quero o produto.... me enviaram um produto totalmente diferente do solicitado além da cor ser cinza e não preto o modelo veio para um carro diferente do meu,0,0
"comprei dois controles, demorou quase um mês pra chegar e veio só um controle, cadê o outro?? 68 reais por um controle?? eu comprei dois, quero o outro",0,0
Mais de mês que comprei e não tive nenhum retorno. ,0,0
"Apesar da mercadoria nao ter sido recebida, eles entraram em contato comigo e vao fazer a entrega no correios.",1,0
Adorei a rede. Recebi antes do prazo. Excelente atendimento. Super recomendo.,1,1
Pedi o Pure Seduction e veio o Love Spell.,0,0
Muito rápida a entrega adorei,1,1
Recomendo.,1,1
Pena que foram só seis garrafas...,1,1
"O produto demorou um pouco a ser entregue, mas por culpa dos correios. A empresa enviou rápido e respondeu minha mensagem rapidamente. O produto veio certinho, lacrado. Recomendo a compra.",1,1
"Entregaram o produto errado, eu solicitei lençol sem elástico e a loja enviou com elástico, menor do que eu comprei.",0,0
"Ótimo produto.



",1,1
Ótimo produto e prazo de entrega.,1,1
Não recebi nenhum ,1,0
"Do total de 2 produtos foi entregue apenas um, e o outro até o presente momento nada ( 21/11/2017)",0,0
Produto bom. Dentro das expectativas. Acertei na compra.,1,1
"Efetuei a compra, tudo normal. mas quando já estava perto da entrega, colocaram que o produto estava indisponível.",0,1
"Muito bom produto, recomendo.",1,1
"excelente empresa recomendo a todos.
O produto foi entregue antes do prazo!!!",1,1
Bom produto,1,1
"Ameiii o produto lindo, assim como esperava .",1,1
"Boa compra
Recebi os produtos no prazo
",1,1
Muito bom obrigado ,1,1
quero trocar e nao estou conseguindo a cinco dias,0,0
Gostei dos produtos,1,1
"Consta como entregue mas não recebi.
",0,0
recomendo sempre,1,1
muito bom o produto ,1,1
"foi tranquilo, ate agora tudo foi cumprido.",1,1
"Muito rápido,produto no prazo estipulado,ótima qualidade do produto.",1,1
Tudo certo! ,1,1
"Chegou bem embalado e bem antes do prazo estipulado!.
Ainda não montamos a fruteira,mas já agradeço pela eficiência.
Grata
Mary",1,1
"Película de silicone foi aplicada corretamente, porém ela não se adequa ao readmi 4x as bordas não colaram e logo no primeiro dia quando coloquei o aparelho no bolso se soltou.... Dinheiro jogado fora",0,0
"O produto foi entregue somente a metade,comprei dois rolos de papel de parede e foi entregue somente um rolo.",0,0
"Recebi produtos diferentes do anunciado e pior de 02 und compradas recebi somente 01 und. Não gostei, pedi a devolução do dinheiro.",0,0
"Produto chegou dentro do prazo, bem embalado. Veio todos intens corretos, gostei muito.",1,1
otimo produto e qualidade e atendimento top,1,1
"Chegou no prazo e parece ser bem bonito! Ainda nao instalei, mas pelo quero corresponde ao anunciado!",1,1
"O produto veio com defeito e não foi possível trocar, pois não havia como repor.",0,0
Transmissão top aguenta bastante tempo ,1,1
"Não recebi o produto. E venho tentando, a 3 semanas,fazer contato por email ou telefone e não consigo. ÚNICA RESPOSTA QUE RECEBO A MINHA CONSULTA É QUE O ENVIO ESTÁ ATRASADO. ",0,0
Comprei dois produtos e só recebi um. Paguei por dois e só recebi ate agora um ja com a npta fiacal na embalagem! Ja escrevi para o baratheon e ninguem me responde! Swndo assim ja estou passando o caso,0,0
produto nem veio e so do uma estrela pq so obrigada,0,1
"Acabamento muito ruim, dificultando na instalação. ",0,0
gostei muito de comprar e vou continuar comprando e ou falar para os meus amigos.,1,1
Excelente!,1,1
"To tendo problemas,para. ativar no ceular,não consigo por pta funcionar",0,0
Produto com excelente qualidade eu recomendo,1,1
Excelente qualidade do serviço e produto,1,1
pontual no prazo de entrega,1,1
"Ótimo atendimento, e entrega antes do prazo.",1,1
Satisfeita com aquisição.,1,1
"A única ressalva é a válvula ou torneirinha, que achei ser de baixa qualidade, no mais a Siqueira é bem interessante.",1,1
Recomendo.,1,1
Aguardando a entrega ou a devolução do dinheiro. Irei reavaliar após a resolução da compra.,0,0
Adorei desde o primeiro clique até o último. Fui notificada de todas as fases. Mega rápido ,1,1
Muito bom chegou antes do prazo,1,1
"Não aceito, esse valores de frete alto ",1,1
Amei o fato de ter recebido o produto antes mesmo do prazo vencer.,1,1
REGULAR,1,1
Produto entregue conforme descrito e antes do prazo previsto . ,1,1
"Produto da foto não era igual ao que recebi. Veio com defeito. Perdi dados ao transferir. Não consigo acessar micros. Solicito informações para devolução e crédito em vale-compra.
",0,0
Até o momento o produto não foi entregue ,0,0
Produto de excelente qualidade. Entrega rápida. ,1,1
"entregaram o pedido, mas veio faltando uma peça, a placa P19, só enviaram a placa P17, quero o pedido completo, pois eu paguei por ele e não or uma parte.",0,0
Quando fiz a compra paguei a taxa do frete que não foi barata e depois recebi uma msg que tinha que buscar nos correios de Rocha Miranda e eu moro em Sao Joao de Meriti..,0,0
Efetuei a compra. Pude acompanhar todo o processo. Excelente trabalho. Produto excelente. Parabéns,1,1
O pedido foi de 2 unidades. recebi apenas uma por Casa Lider,0,0
"Produto entregue no prazo, como foi pedido.Gostei.",1,1
Amei??,1,1
"Paguei passagem para retirar o produto nos Correios quero o ressarcimento do frete ,se até o dia 1 não me derem uma resposta no dia 2 irei ao Procon. ",0,0
Eu recomendo muito bom estou satisfeita,1,1
"Tive a impressão de que o produto era maiorla quando estava com ele em mãos pois no site era diferente mas gostei do produto. ..super recomendo essa loja muitos precisos na data da entrega 
",0,1
Produto excelente entrega rapida !!!!,1,1
Linda cortina!,1,1
"Não mandam outro nem cancelam a compra anterior, ou seja, descaso.",0,1
achei de boa qualidade,1,1
Fiz o pedido em Novembro. Já foi descontado no cartão de crédito e não recebi. Não recebi um email justificando a demora. Falta de compromisso com os clientes. Odiei a experiência.,0,0
Recebi apenas 1 dos 3 produtos que comprei. ,0,0
"Produto muito bom, boa qualidade tecido grosso gostei e a entrega foi bem antes do prazo muito satisfeita.",1,1
"Produto de ótima qualidade, bem embalado e entregue antes do prazo",1,1
Nada a reclamar do produto adquirido.,1,1
Pedi duas canetas e apenas uma foi entregue!,0,0
Meu produto foi cancelado sem eu solicitar,0,0
Comprei p dar de presente e os noivos amaram! Só ñ recebi no prazo pq os Correios estavam em greve. Recomendo o produto e a loja parceira. Parabens lannister por respeitar o consumidor!,1,1
lannister é um prazer negociar com vocês. Obrigado.,1,1
não gostei do produto,0,1
Muito bonito e funcional. Gostei.,1,1
"Produto excelente.
Entregue no Prazo.
Sem maiores burocracia, trabalho eficiente.
Fui muito bem atendido na relação Cliente Fornecedor conforme o solicitado.",1,1
Esperava maior um pouco,1,1
é o meu queridinho para um dia de bom humor e treino fácl,1,1
Comprei um produto confiando na idoneidade das Lojas lannister e recebi um produto pirata. Liguei pra comunicar o ocorrido e fui ignorado! Vou procurar meus direitos!!!,0,0
Gostei muito é bem mais forte do que esperava! Enche super rápido! ,1,1
"Produto excelente, fiquei muito satisfeito com a aquisição. Atende muito bem ao fim a que se destinam. Grato.",1,1
Estou aguardando há semanas e até hj nada ,0,0
"Panela de boa qualidade, só faltou um puxador na panela que vai o pudim",1,1
"Muito comfiavel
",1,1
Fiz a compra e não entregou em minha casa. Fiz o cancelamento e ainda recebo estes e-mail enchendo o saco.,0,0
"Produto lindo,chegou Td certinho",1,1
Muito bom! recomendo.,1,1
Já foi protocolizada junto ao stark pedido de cancelamento da compra. Estou aguardando resposta do responsável.,0,0
Chegou tudo certinho... antes do prazo de entrega.,1,1
"Veio tudo certinho
Muito satisfeita com o produto",1,1
"Capa para note acolchoada, muito bonita e básica, vale o preço! ",1,1
O produto chegou rápido e da forma solicitada.,1,1
Demorou muito e cancelei a entrega,0,0
RECEBI MEU PRODUTO PORÉM ELE VEIO COM DEFEITO(COLOQUEI O RELÓGIO NO PULSO E ELE FICOU NO MESMO HORÁRIO QUE COLOQUEI) ESTOU INSATISFEITA .,0,0
Gostei do produto e do pronto atendimento. Tudo ok. ,1,1
Não recomendo!! Cancelei a compra e a loja não dá retorno. Já extrapolou o tempo. Quero devolver e receber o extorno do valor pago.,0,0
"Linda mesa com um tamanho ideal,muito util e pratica",1,1
demorou muuuuito essa compra ,0,0
produto bom e entrega antes do prazo.,1,1
" Bom
",1,1
Não recebi o produto favor me informe quando chegará ,0,0
"Estou em processo de devolução. Esperei mais de dois meses para receber uma mochila da Kipling. O modelo não é o que eu comprei, não é original é falso e não foi targaryen que me vendeu foi Gaste Pouco ",0,0
